kayit_ts,tarih,pist,seq,ilk_saat,config,ayak,kosu_no,race_kod,saat,secim,banker,nat,kazanan,tuttu,sonuclandi
2026-07-25 17:30,2026-07-25,IZMIR,1,18:00,genis900,6,7,226399,20:30,"2,4,6,11",0,4,2.0,1.0,2026-07-25
2026-07-26 13:00,2026-07-26,ISTANBUL,1,13:30,dar,1,1,226402,13:30,5,0,1,6.0,0.0,2026-07-26
2026-07-26 13:00,2026-07-26,ISTANBUL,1,13:30,dar,2,2,226413,14:00,4,0,1,1.0,0.0,2026-07-26
2026-07-26 13:00,2026-07-26,ISTANBUL,1,13:30,dar,3,3,226411,14:30,"1,2",0,2,1.0,1.0,2026-07-26
2026-07-26 13:00,2026-07-26,ISTANBUL,1,13:30,dar,4,4,226403,15:00,"6,8",0,2,7.0,0.0,2026-07-26
2026-07-26 13:00,2026-07-26,ISTANBUL,1,13:30,dar,5,5,226404,15:30,"2,9",0,2,5.0,0.0,2026-07-26
2026-07-26 13:00,2026-07-26,ISTANBUL,1,13:30,dar,6,6,226415,16:00,"3,8",0,2,3.0,1.0,2026-07-26
2026-07-26 13:00,2026-07-26,ISTANBUL,1,13:30,orta,1,1,226402,13:30,"5,7",0,2,6.0,0.0,2026-07-26
2026-07-26 13:00,2026-07-26,ISTANBUL,1,13:30,orta,2,2,226413,14:00,"4,6",0,2,1.0,0.0,2026-07-26
2026-07-26 13:00,2026-07-26,ISTANBUL,1,13:30,orta,3,3,226411,14:30,"1,2",0,2,1.0,1.0,2026-07-26
2026-07-26 13:00,2026-07-26,ISTANBUL,1,13:30,orta,4,4,226403,15:00,"6,8",0,2,7.0,0.0,2026-07-26
2026-07-26 13:00,2026-07-26,ISTANBUL,1,13:30,orta,5,5,226404,15:30,"2,9",0,2,5.0,0.0,2026-07-26
2026-07-26 13:00,2026-07-26,ISTANBUL,1,13:30,orta,6,6,226415,16:00,"3,5,8",0,3,3.0,1.0,2026-07-26
2026-07-26 13:00,2026-07-26,ISTANBUL,1,13:30,genis,1,1,226402,13:30,"5,7",0,2,6.0,0.0,2026-07-26
2026-07-26 13:00,2026-07-26,ISTANBUL,1,13:30,genis,2,2,226413,14:00,"4,6",0,2,1.0,0.0,2026-07-26
2026-07-26 13:00,2026-07-26,ISTANBUL,1,13:30,genis,3,3,226411,14:30,"1,2",0,2,1.0,1.0,2026-07-26
2026-07-26 13:00,2026-07-26,ISTANBUL,1,13:30,genis,4,4,226403,15:00,"2,6,8",0,3,7.0,0.0,2026-07-26
2026-07-26 13:00,2026-07-26,ISTANBUL,1,13:30,genis,5,5,226404,15:30,"2,7,9",0,3,5.0,0.0,2026-07-26
2026-07-26 13:00,2026-07-26,ISTANBUL,1,13:30,genis,6,6,226415,16:00,"3,5,8",0,3,3.0,1.0,2026-07-26
2026-07-26 13:00,2026-07-26,ISTANBUL,1,13:30,genis900,1,1,226402,13:30,"4,5,7",0,3,6.0,0.0,2026-07-26
2026-07-26 13:00,2026-07-26,ISTANBUL,1,13:30,genis900,2,2,226413,14:00,"2,4,6",0,3,1.0,0.0,2026-07-26
2026-07-26 13:00,2026-07-26,ISTANBUL,1,13:30,genis900,3,3,226411,14:30,"1,2,4",0,3,1.0,1.0,2026-07-26
2026-07-26 13:00,2026-07-26,ISTANBUL,1,13:30,genis900,4,4,226403,15:00,"2,6,8",0,3,7.0,0.0,2026-07-26
2026-07-26 13:00,2026-07-26,ISTANBUL,1,13:30,genis900,5,5,226404,15:30,"2,7,9",0,3,5.0,0.0,2026-07-26
2026-07-26 13:00,2026-07-26,ISTANBUL,1,13:30,genis900,6,6,226415,16:00,"3,5,8",0,3,3.0,1.0,2026-07-26
2026-07-26 15:00,2026-07-26,ISTANBUL,2,15:30,dar,1,5,226404,15:30,8,0,1,5.0,0.0,2026-07-26
2026-07-26 15:00,2026-07-26,ISTANBUL,2,15:30,dar,2,6,226415,16:00,8,0,1,3.0,0.0,2026-07-26
2026-07-26 15:00,2026-07-26,ISTANBUL,2,15:30,dar,3,7,226414,16:30,"1,5",0,2,10.0,0.0,2026-07-26
2026-07-26 15:00,2026-07-26,ISTANBUL,2,15:30,dar,4,8,226416,17:00,"6,9",0,2,9.0,1.0,2026-07-26
2026-07-26 15:00,2026-07-26,ISTANBUL,2,15:30,dar,5,9,226417,17:30,"7,8",0,2,3.0,0.0,2026-07-26
2026-07-26 15:00,2026-07-26,ISTANBUL,2,15:30,dar,6,10,226418,18:00,"1,4",0,2,3.0,0.0,2026-07-26
2026-07-26 15:00,2026-07-26,ISTANBUL,2,15:30,orta,1,5,226404,15:30,"5,8",0,2,5.0,1.0,2026-07-26
2026-07-26 15:00,2026-07-26,ISTANBUL,2,15:30,orta,2,6,226415,16:00,"6,8",0,2,3.0,0.0,2026-07-26
2026-07-26 15:00,2026-07-26,ISTANBUL,2,15:30,orta,3,7,226414,16:30,"1,5",0,2,10.0,0.0,2026-07-26
2026-07-26 15:00,2026-07-26,ISTANBUL,2,15:30,orta,4,8,226416,17:00,"6,9",0,2,9.0,1.0,2026-07-26
2026-07-26 15:00,2026-07-26,ISTANBUL,2,15:30,orta,5,9,226417,17:30,"7,8",0,2,3.0,0.0,2026-07-26
2026-07-26 15:00,2026-07-26,ISTANBUL,2,15:30,orta,6,10,226418,18:00,"1,4,5",0,3,3.0,0.0,2026-07-26
2026-07-26 15:00,2026-07-26,ISTANBUL,2,15:30,genis,1,5,226404,15:30,"5,8",0,2,5.0,1.0,2026-07-26
2026-07-26 15:00,2026-07-26,ISTANBUL,2,15:30,genis,2,6,226415,16:00,"6,8",0,2,3.0,0.0,2026-07-26
2026-07-26 15:00,2026-07-26,ISTANBUL,2,15:30,genis,3,7,226414,16:30,"1,5",0,2,10.0,0.0,2026-07-26
2026-07-26 15:00,2026-07-26,ISTANBUL,2,15:30,genis,4,8,226416,17:00,"6,7,9",0,3,9.0,1.0,2026-07-26
2026-07-26 15:00,2026-07-26,ISTANBUL,2,15:30,genis,5,9,226417,17:30,"1,7,8",0,3,3.0,0.0,2026-07-26
2026-07-26 15:00,2026-07-26,ISTANBUL,2,15:30,genis,6,10,226418,18:00,"1,4,5",0,3,3.0,0.0,2026-07-26
2026-07-26 15:00,2026-07-26,ISTANBUL,2,15:30,genis900,1,5,226404,15:30,"5,6,8",0,3,5.0,1.0,2026-07-26
2026-07-26 15:00,2026-07-26,ISTANBUL,2,15:30,genis900,2,6,226415,16:00,"6,7,8",0,3,3.0,0.0,2026-07-26
2026-07-26 15:00,2026-07-26,ISTANBUL,2,15:30,genis900,3,7,226414,16:30,"1,2,5",0,3,10.0,0.0,2026-07-26
2026-07-26 15:00,2026-07-26,ISTANBUL,2,15:30,genis900,4,8,226416,17:00,"6,7,9",0,3,9.0,1.0,2026-07-26
2026-07-26 15:00,2026-07-26,ISTANBUL,2,15:30,genis900,5,9,226417,17:30,"1,7,8",0,3,3.0,0.0,2026-07-26
2026-07-26 15:00,2026-07-26,ISTANBUL,2,15:30,genis900,6,10,226418,18:00,"1,4,5",0,3,3.0,0.0,2026-07-26
2026-07-26 18:31,2026-07-26,IZMIR,1,19:00,dar,1,2,226409,19:00,4,0,1,2.0,0.0,2026-07-26
2026-07-26 18:31,2026-07-26,IZMIR,1,19:00,dar,2,3,226412,19:30,"14,15",0,2,14.0,1.0,2026-07-26
2026-07-26 18:31,2026-07-26,IZMIR,1,19:00,dar,3,4,226407,20:00,"1,3",0,2,2.0,0.0,2026-07-26
2026-07-26 18:31,2026-07-26,IZMIR,1,19:00,dar,4,5,226408,20:30,"1,5",0,2,5.0,1.0,2026-07-26
2026-07-26 18:31,2026-07-26,IZMIR,1,19:00,dar,5,6,226406,21:00,"1,3",0,2,2.0,0.0,2026-07-26
2026-07-26 18:31,2026-07-26,IZMIR,1,19:00,dar,6,7,226410,21:30,17,1,1,7.0,0.0,2026-07-26
2026-07-26 18:31,2026-07-26,IZMIR,1,19:00,orta,1,2,226409,19:00,"4,7",0,2,2.0,0.0,2026-07-26
2026-07-26 18:31,2026-07-26,IZMIR,1,19:00,orta,2,3,226412,19:30,"14,15",0,2,14.0,1.0,2026-07-26
2026-07-26 18:31,2026-07-26,IZMIR,1,19:00,orta,3,4,226407,20:00,"1,3,6",0,3,2.0,0.0,2026-07-26
2026-07-26 18:31,2026-07-26,IZMIR,1,19:00,orta,4,5,226408,20:30,"1,5",0,2,5.0,1.0,2026-07-26
2026-07-26 18:31,2026-07-26,IZMIR,1,19:00,orta,5,6,226406,21:00,"1,3,7",0,3,2.0,0.0,2026-07-26
2026-07-26 18:31,2026-07-26,IZMIR,1,19:00,orta,6,7,226410,21:30,17,1,1,7.0,0.0,2026-07-26
2026-07-26 18:31,2026-07-26,IZMIR,1,19:00,genis,1,2,226409,19:00,"2,4,7",0,3,2.0,1.0,2026-07-26
2026-07-26 18:31,2026-07-26,IZMIR,1,19:00,genis,2,3,226412,19:30,"8,14,15",0,3,14.0,1.0,2026-07-26
2026-07-26 18:31,2026-07-26,IZMIR,1,19:00,genis,3,4,226407,20:00,"1,3,4,6",0,4,2.0,0.0,2026-07-26
2026-07-26 18:31,2026-07-26,IZMIR,1,19:00,genis,4,5,226408,20:30,"1,5",0,2,5.0,1.0,2026-07-26
2026-07-26 18:31,2026-07-26,IZMIR,1,19:00,genis,5,6,226406,21:00,"1,3,4,7",0,4,2.0,0.0,2026-07-26
2026-07-26 18:31,2026-07-26,IZMIR,1,19:00,genis,6,7,226410,21:30,17,1,1,7.0,0.0,2026-07-26
2026-07-26 18:31,2026-07-26,IZMIR,1,19:00,genis900,1,2,226409,19:00,"2,4,7",0,3,2.0,1.0,2026-07-26
2026-07-26 18:31,2026-07-26,IZMIR,1,19:00,genis900,2,3,226412,19:30,"4,8,14,15",0,4,14.0,1.0,2026-07-26
2026-07-26 18:31,2026-07-26,IZMIR,1,19:00,genis900,3,4,226407,20:00,"1,3,4,6",0,4,2.0,0.0,2026-07-26
2026-07-26 18:31,2026-07-26,IZMIR,1,19:00,genis900,4,5,226408,20:30,"1,4,5,6",0,4,5.0,1.0,2026-07-26
2026-07-26 18:31,2026-07-26,IZMIR,1,19:00,genis900,5,6,226406,21:00,"1,3,4,7",0,4,2.0,0.0,2026-07-26
2026-07-26 18:31,2026-07-26,IZMIR,1,19:00,genis900,6,7,226410,21:30,17,1,1,7.0,0.0,2026-07-26
2026-07-27 13:00,2026-07-27,BURSA,1,13:30,dar,1,1,226419,13:30,1,0,1,6.0,0.0,2026-07-27
2026-07-27 13:00,2026-07-27,BURSA,1,13:30,dar,2,2,226432,14:00,1,0,1,1.0,1.0,2026-07-27
2026-07-27 13:00,2026-07-27,BURSA,1,13:30,dar,3,3,226431,14:30,"1,6",0,2,2.0,0.0,2026-07-27
2026-07-27 13:00,2026-07-27,BURSA,1,13:30,dar,4,4,226433,15:00,"5,8",0,2,3.0,0.0,2026-07-27
2026-07-27 13:00,2026-07-27,BURSA,1,13:30,dar,5,5,226426,15:30,"2,4",0,2,5.0,0.0,2026-07-27
2026-07-27 13:00,2026-07-27,BURSA,1,13:30,dar,6,6,226436,16:00,"4,5",0,2,13.0,0.0,2026-07-27
2026-07-27 13:00,2026-07-27,BURSA,1,13:30,orta,1,1,226419,13:30,"1,6",0,2,6.0,1.0,2026-07-27
2026-07-27 13:00,2026-07-27,BURSA,1,13:30,orta,2,2,226432,14:00,"1,7",0,2,1.0,1.0,2026-07-27
2026-07-27 13:00,2026-07-27,BURSA,1,13:30,orta,3,3,226431,14:30,"1,6",0,2,2.0,0.0,2026-07-27
2026-07-27 13:00,2026-07-27,BURSA,1,13:30,orta,4,4,226433,15:00,"5,8",0,2,3.0,0.0,2026-07-27
2026-07-27 13:00,2026-07-27,BURSA,1,13:30,orta,5,5,226426,15:30,"2,4",0,2,5.0,0.0,2026-07-27
2026-07-27 13:00,2026-07-27,BURSA,1,13:30,orta,6,6,226436,16:00,"4,5,8",0,3,13.0,0.0,2026-07-27
2026-07-27 13:00,2026-07-27,BURSA,1,13:30,genis,1,1,226419,13:30,"1,6",0,2,6.0,1.0,2026-07-27
2026-07-27 13:00,2026-07-27,BURSA,1,13:30,genis,2,2,226432,14:00,"1,7",0,2,1.0,1.0,2026-07-27
2026-07-27 13:00,2026-07-27,BURSA,1,13:30,genis,3,3,226431,14:30,"1,6",0,2,2.0,0.0,2026-07-27
2026-07-27 13:00,2026-07-27,BURSA,1,13:30,genis,4,4,226433,15:00,"3,5,8",0,3,3.0,1.0,2026-07-27
2026-07-27 13:00,2026-07-27,BURSA,1,13:30,genis,5,5,226426,15:30,"1,2,4",0,3,5.0,0.0,2026-07-27
2026-07-27 13:00,2026-07-27,BURSA,1,13:30,genis,6,6,226436,16:00,"4,5,8",0,3,13.0,0.0,2026-07-27
2026-07-27 13:00,2026-07-27,BURSA,1,13:30,genis900,1,1,226419,13:30,"1,5,6",0,3,6.0,1.0,2026-07-27
2026-07-27 13:00,2026-07-27,BURSA,1,13:30,genis900,2,2,226432,14:00,"1,2,7",0,3,1.0,1.0,2026-07-27
2026-07-27 13:00,2026-07-27,BURSA,1,13:30,genis900,3,3,226431,14:30,"1,2,6",0,3,2.0,1.0,2026-07-27
2026-07-27 13:00,2026-07-27,BURSA,1,13:30,genis900,4,4,226433,15:00,"3,5,8",0,3,3.0,1.0,2026-07-27
2026-07-27 13:00,2026-07-27,BURSA,1,13:30,genis900,5,5,226426,15:30,"1,2,4",0,3,5.0,0.0,2026-07-27
2026-07-27 13:00,2026-07-27,BURSA,1,13:30,genis900,6,6,226436,16:00,"4,5,8",0,3,13.0,0.0,2026-07-27
2026-07-27 13:00,2026-07-27,BURSA,1,13:30,acgozlu900,1,1,226419,13:30,"1,6",0,2,6.0,1.0,2026-07-27
2026-07-27 13:00,2026-07-27,BURSA,1,13:30,acgozlu900,2,2,226432,14:00,"1,2,3,6,7",0,5,1.0,1.0,2026-07-27
2026-07-27 13:00,2026-07-27,BURSA,1,13:30,acgozlu900,3,3,226431,14:30,"1,6",0,2,2.0,0.0,2026-07-27
2026-07-27 13:00,2026-07-27,BURSA,1,13:30,acgozlu900,4,4,226433,15:00,"5,8",0,2,3.0,0.0,2026-07-27
2026-07-27 13:00,2026-07-27,BURSA,1,13:30,acgozlu900,5,5,226426,15:30,"1,2,4,7",0,4,5.0,0.0,2026-07-27
2026-07-27 13:00,2026-07-27,BURSA,1,13:30,acgozlu900,6,6,226436,16:00,"4,5,6,7,8",0,5,13.0,0.0,2026-07-27
2026-07-27 15:00,2026-07-27,BURSA,2,15:30,dar,1,5,226426,15:30,2,0,1,5.0,0.0,2026-07-27
2026-07-27 15:00,2026-07-27,BURSA,2,15:30,dar,2,6,226436,16:00,5,0,1,13.0,0.0,2026-07-27
2026-07-27 15:00,2026-07-27,BURSA,2,15:30,dar,3,7,226434,16:30,"1,2",0,2,2.0,1.0,2026-07-27
2026-07-27 15:00,2026-07-27,BURSA,2,15:30,dar,4,8,226427,17:00,"2,5",0,2,5.0,1.0,2026-07-27
2026-07-27 15:00,2026-07-27,BURSA,2,15:30,dar,5,9,226420,17:30,"1,2",0,2,2.0,1.0,2026-07-27
2026-07-27 15:00,2026-07-27,BURSA,2,15:30,dar,6,10,226435,18:00,"2,18",0,2,16.0,0.0,2026-07-27
2026-07-27 15:00,2026-07-27,BURSA,2,15:30,orta,1,5,226426,15:30,"2,4",0,2,5.0,0.0,2026-07-27
2026-07-27 15:00,2026-07-27,BURSA,2,15:30,orta,2,6,226436,16:00,"5,7",0,2,13.0,0.0,2026-07-27
2026-07-27 15:00,2026-07-27,BURSA,2,15:30,orta,3,7,226434,16:30,"1,2",0,2,2.0,1.0,2026-07-27
2026-07-27 15:00,2026-07-27,BURSA,2,15:30,orta,4,8,226427,17:00,"2,5",0,2,5.0,1.0,2026-07-27
2026-07-27 15:00,2026-07-27,BURSA,2,15:30,orta,5,9,226420,17:30,"1,2",0,2,2.0,1.0,2026-07-27
2026-07-27 15:00,2026-07-27,BURSA,2,15:30,orta,6,10,226435,18:00,"2,11,18",0,3,16.0,0.0,2026-07-27
2026-07-27 15:00,2026-07-27,BURSA,2,15:30,genis,1,5,226426,15:30,"2,4",0,2,5.0,0.0,2026-07-27
2026-07-27 15:00,2026-07-27,BURSA,2,15:30,genis,2,6,226436,16:00,"5,7",0,2,13.0,0.0,2026-07-27
2026-07-27 15:00,2026-07-27,BURSA,2,15:30,genis,3,7,226434,16:30,"1,2",0,2,2.0,1.0,2026-07-27
2026-07-27 15:00,2026-07-27,BURSA,2,15:30,genis,4,8,226427,17:00,"2,3,5",0,3,5.0,1.0,2026-07-27
2026-07-27 15:00,2026-07-27,BURSA,2,15:30,genis,5,9,226420,17:30,"1,2,8",0,3,2.0,1.0,2026-07-27
2026-07-27 15:00,2026-07-27,BURSA,2,15:30,genis,6,10,226435,18:00,"2,11,18",0,3,16.0,0.0,2026-07-27
2026-07-27 15:00,2026-07-27,BURSA,2,15:30,genis900,1,5,226426,15:30,"1,2,4",0,3,5.0,0.0,2026-07-27
2026-07-27 15:00,2026-07-27,BURSA,2,15:30,genis900,2,6,226436,16:00,"5,7,8",0,3,13.0,0.0,2026-07-27
2026-07-27 15:00,2026-07-27,BURSA,2,15:30,genis900,3,7,226434,16:30,"1,2,4",0,3,2.0,1.0,2026-07-27
2026-07-27 15:00,2026-07-27,BURSA,2,15:30,genis900,4,8,226427,17:00,"2,3,5",0,3,5.0,1.0,2026-07-27
2026-07-27 15:00,2026-07-27,BURSA,2,15:30,genis900,5,9,226420,17:30,"1,2,8",0,3,2.0,1.0,2026-07-27
2026-07-27 15:00,2026-07-27,BURSA,2,15:30,genis900,6,10,226435,18:00,"2,11,18",0,3,16.0,0.0,2026-07-27
2026-07-27 15:00,2026-07-27,BURSA,2,15:30,acgozlu900,1,5,226426,15:30,"1,2,4,7",0,4,5.0,0.0,2026-07-27
2026-07-27 15:00,2026-07-27,BURSA,2,15:30,acgozlu900,2,6,226436,16:00,"4,5,6,7,8",0,5,13.0,0.0,2026-07-27
2026-07-27 15:00,2026-07-27,BURSA,2,15:30,acgozlu900,3,7,226434,16:30,"1,2",0,2,2.0,1.0,2026-07-27
2026-07-27 15:00,2026-07-27,BURSA,2,15:30,acgozlu900,4,8,226427,17:00,"2,5",0,2,5.0,1.0,2026-07-27
2026-07-27 15:00,2026-07-27,BURSA,2,15:30,acgozlu900,5,9,226420,17:30,"1,2",0,2,2.0,1.0,2026-07-27
2026-07-27 15:00,2026-07-27,BURSA,2,15:30,acgozlu900,6,10,226435,18:00,"2,5,7,11,18",0,5,16.0,0.0,2026-07-27
2026-07-28 14:00,2026-07-28,ANKARA,1,14:30,dar,1,1,226437,14:30,8,0,1,2.0,0.0,2026-07-28
2026-07-28 14:00,2026-07-28,ANKARA,1,14:30,dar,2,2,226445,15:00,2,0,1,5.0,0.0,2026-07-28
2026-07-28 14:00,2026-07-28,ANKARA,1,14:30,dar,3,3,226438,15:30,"3,6",0,2,6.0,1.0,2026-07-28
2026-07-28 14:00,2026-07-28,ANKARA,1,14:30,dar,4,4,226442,16:00,"3,8",0,2,6.0,0.0,2026-07-28
2026-07-28 14:00,2026-07-28,ANKARA,1,14:30,dar,5,5,226447,16:30,"1,2",0,2,2.0,1.0,2026-07-28
2026-07-28 14:00,2026-07-28,ANKARA,1,14:30,dar,6,6,226444,17:00,"6,7",0,2,6.0,1.0,2026-07-28
2026-07-28 14:00,2026-07-28,ANKARA,1,14:30,orta,1,1,226437,14:30,"2,8",0,2,2.0,1.0,2026-07-28
2026-07-28 14:00,2026-07-28,ANKARA,1,14:30,orta,2,2,226445,15:00,"2,4",0,2,5.0,0.0,2026-07-28
2026-07-28 14:00,2026-07-28,ANKARA,1,14:30,orta,3,3,226438,15:30,"3,6",0,2,6.0,1.0,2026-07-28
2026-07-28 14:00,2026-07-28,ANKARA,1,14:30,orta,4,4,226442,16:00,"3,8",0,2,6.0,0.0,2026-07-28
2026-07-28 14:00,2026-07-28,ANKARA,1,14:30,orta,5,5,226447,16:30,"1,2,7",0,3,2.0,1.0,2026-07-28
2026-07-28 14:00,2026-07-28,ANKARA,1,14:30,orta,6,6,226444,17:00,"6,7",0,2,6.0,1.0,2026-07-28
2026-07-28 14:00,2026-07-28,ANKARA,1,14:30,genis,1,1,226437,14:30,"2,8",0,2,2.0,1.0,2026-07-28
2026-07-28 14:00,2026-07-28,ANKARA,1,14:30,genis,2,2,226445,15:00,"2,4",0,2,5.0,0.0,2026-07-28
2026-07-28 14:00,2026-07-28,ANKARA,1,14:30,genis,3,3,226438,15:30,"3,6,7",0,3,6.0,1.0,2026-07-28
2026-07-28 14:00,2026-07-28,ANKARA,1,14:30,genis,4,4,226442,16:00,"3,6,8",0,3,6.0,1.0,2026-07-28
2026-07-28 14:00,2026-07-28,ANKARA,1,14:30,genis,5,5,226447,16:30,"1,2,7",0,3,2.0,1.0,2026-07-28
2026-07-28 14:00,2026-07-28,ANKARA,1,14:30,genis,6,6,226444,17:00,"6,7",0,2,6.0,1.0,2026-07-28
2026-07-28 14:00,2026-07-28,ANKARA,1,14:30,genis900,1,1,226437,14:30,"1,2,8",0,3,2.0,1.0,2026-07-28
2026-07-28 14:00,2026-07-28,ANKARA,1,14:30,genis900,2,2,226445,15:00,"1,2,4",0,3,5.0,0.0,2026-07-28
2026-07-28 14:00,2026-07-28,ANKARA,1,14:30,genis900,3,3,226438,15:30,"3,6,7",0,3,6.0,1.0,2026-07-28
2026-07-28 14:00,2026-07-28,ANKARA,1,14:30,genis900,4,4,226442,16:00,"3,6,8",0,3,6.0,1.0,2026-07-28
2026-07-28 14:00,2026-07-28,ANKARA,1,14:30,genis900,5,5,226447,16:30,"1,2,7",0,3,2.0,1.0,2026-07-28
2026-07-28 14:00,2026-07-28,ANKARA,1,14:30,genis900,6,6,226444,17:00,"3,6,7",0,3,6.0,1.0,2026-07-28
2026-07-28 14:00,2026-07-28,ANKARA,1,14:30,acgozlu900,1,1,226437,14:30,"1,2,3,5,6,7,8",0,7,2.0,1.0,2026-07-28
2026-07-28 14:00,2026-07-28,ANKARA,1,14:30,acgozlu900,2,2,226445,15:00,2,0,1,5.0,0.0,2026-07-28
2026-07-28 14:00,2026-07-28,ANKARA,1,14:30,acgozlu900,3,3,226438,15:30,"3,6,7,8",0,4,6.0,1.0,2026-07-28
2026-07-28 14:00,2026-07-28,ANKARA,1,14:30,acgozlu900,4,4,226442,16:00,"1,2,3,4,5,6,8,9",0,8,6.0,1.0,2026-07-28
2026-07-28 14:00,2026-07-28,ANKARA,1,14:30,acgozlu900,5,5,226447,16:30,"1,2",0,2,2.0,1.0,2026-07-28
2026-07-28 14:00,2026-07-28,ANKARA,1,14:30,acgozlu900,6,6,226444,17:00,"6,7",0,2,6.0,1.0,2026-07-28
2026-07-28 15:00,2026-07-28,ANKARA,2,15:30,dar,1,3,226438,15:30,6,0,1,6.0,1.0,2026-07-28
2026-07-28 15:00,2026-07-28,ANKARA,2,15:30,dar,2,4,226442,16:00,6,0,1,6.0,1.0,2026-07-28
2026-07-28 15:00,2026-07-28,ANKARA,2,15:30,dar,3,5,226447,16:30,"1,2",0,2,2.0,1.0,2026-07-28
2026-07-28 15:00,2026-07-28,ANKARA,2,15:30,dar,4,6,226444,17:00,"6,7",0,2,6.0,1.0,2026-07-28
2026-07-28 15:00,2026-07-28,ANKARA,2,15:30,dar,5,7,226446,17:30,"1,6",0,2,4.0,0.0,2026-07-28
2026-07-28 15:00,2026-07-28,ANKARA,2,15:30,dar,6,8,226448,18:00,"1,6",0,2,5.0,0.0,2026-07-28
2026-07-28 15:00,2026-07-28,ANKARA,2,15:30,orta,1,3,226438,15:30,"3,6",0,2,6.0,1.0,2026-07-28
2026-07-28 15:00,2026-07-28,ANKARA,2,15:30,orta,2,4,226442,16:00,"6,8",0,2,6.0,1.0,2026-07-28
2026-07-28 15:00,2026-07-28,ANKARA,2,15:30,orta,3,5,226447,16:30,"1,2",0,2,2.0,1.0,2026-07-28
2026-07-28 15:00,2026-07-28,ANKARA,2,15:30,orta,4,6,226444,17:00,"6,7",0,2,6.0,1.0,2026-07-28
2026-07-28 15:00,2026-07-28,ANKARA,2,15:30,orta,5,7,226446,17:30,"1,6",0,2,4.0,0.0,2026-07-28
2026-07-28 15:00,2026-07-28,ANKARA,2,15:30,orta,6,8,226448,18:00,"1,5,6",0,3,5.0,1.0,2026-07-28
2026-07-28 15:00,2026-07-28,ANKARA,2,15:30,genis,1,3,226438,15:30,"3,6",0,2,6.0,1.0,2026-07-28
2026-07-28 15:00,2026-07-28,ANKARA,2,15:30,genis,2,4,226442,16:00,"6,8",0,2,6.0,1.0,2026-07-28
2026-07-28 15:00,2026-07-28,ANKARA,2,15:30,genis,3,5,226447,16:30,"1,2,4",0,3,2.0,1.0,2026-07-28
2026-07-28 15:00,2026-07-28,ANKARA,2,15:30,genis,4,6,226444,17:00,"6,7",0,2,6.0,1.0,2026-07-28
2026-07-28 15:00,2026-07-28,ANKARA,2,15:30,genis,5,7,226446,17:30,"1,2,6",0,3,4.0,0.0,2026-07-28
2026-07-28 15:00,2026-07-28,ANKARA,2,15:30,genis,6,8,226448,18:00,"1,5,6",0,3,5.0,1.0,2026-07-28
2026-07-28 15:00,2026-07-28,ANKARA,2,15:30,genis900,1,3,226438,15:30,"3,6,7",0,3,6.0,1.0,2026-07-28
2026-07-28 15:00,2026-07-28,ANKARA,2,15:30,genis900,2,4,226442,16:00,"3,6,8",0,3,6.0,1.0,2026-07-28
2026-07-28 15:00,2026-07-28,ANKARA,2,15:30,genis900,3,5,226447,16:30,"1,2,4",0,3,2.0,1.0,2026-07-28
2026-07-28 15:00,2026-07-28,ANKARA,2,15:30,genis900,4,6,226444,17:00,"3,6,7",0,3,6.0,1.0,2026-07-28
2026-07-28 15:00,2026-07-28,ANKARA,2,15:30,genis900,5,7,226446,17:30,"1,2,6",0,3,4.0,0.0,2026-07-28
2026-07-28 15:00,2026-07-28,ANKARA,2,15:30,genis900,6,8,226448,18:00,"1,5,6",0,3,5.0,1.0,2026-07-28
2026-07-28 15:00,2026-07-28,ANKARA,2,15:30,acgozlu900,1,3,226438,15:30,"3,6,7",0,3,6.0,1.0,2026-07-28
2026-07-28 15:00,2026-07-28,ANKARA,2,15:30,acgozlu900,2,4,226442,16:00,"2,3,6,8,9",0,5,6.0,1.0,2026-07-28
2026-07-28 15:00,2026-07-28,ANKARA,2,15:30,acgozlu900,3,5,226447,16:30,"1,2",0,2,2.0,1.0,2026-07-28
2026-07-28 15:00,2026-07-28,ANKARA,2,15:30,acgozlu900,4,6,226444,17:00,"6,7",0,2,6.0,1.0,2026-07-28
2026-07-28 15:00,2026-07-28,ANKARA,2,15:30,acgozlu900,5,7,226446,17:30,"1,2,3,4,5,6,7",0,7,4.0,1.0,2026-07-28
2026-07-28 15:00,2026-07-28,ANKARA,2,15:30,acgozlu900,6,8,226448,18:00,"1,6",0,2,5.0,0.0,2026-07-28
2026-07-28 16:45,2026-07-28,KOCAELI,1,17:15,dar,1,1,226440,17:15,3,0,1,3.0,1.0,2026-07-28
2026-07-28 16:45,2026-07-28,KOCAELI,1,17:15,dar,2,2,226450,17:45,9,0,1,4.0,0.0,2026-07-28
2026-07-28 16:45,2026-07-28,KOCAELI,1,17:15,dar,3,3,226451,18:30,"1,2",0,2,1.0,1.0,2026-07-28
2026-07-28 16:45,2026-07-28,KOCAELI,1,17:15,dar,4,4,226454,19:00,"1,8",0,2,10.0,0.0,2026-07-28
2026-07-28 16:45,2026-07-28,KOCAELI,1,17:15,dar,5,5,226439,19:30,"2,9",0,2,7.0,0.0,2026-07-28
2026-07-28 16:45,2026-07-28,KOCAELI,1,17:15,dar,6,6,226452,20:00,"8,9",0,2,2.0,0.0,2026-07-28
